Nc3 d5 e4 d4 Nce2 e5 Ng3 Be6 Nf3 f6 Be2 Nc6
Nf3 c5 c4 Nf6 d4 cxd4 Nxd4 a6 Nc3 e6 Bg5 Qc7
Nf3 c5 c4 Nf6 d4 cxd4 Nxd4 d5 cxd5 Nxd5 e4 Nb4
Nf3 c5 c4 Nf6 g3 Nc6 Bg2 d5 cxd5 Nxd5 Nc3 Nc7
Nf3 c5 c4 Nf6 g3 Nc6 Bg2 d6 Nc3 g6 d4 cxd4
Nf3 c5 c4 Nf6 g3 Nc6 Bg2 g6 O-O Bg7 Nc3 d6
Nf3 c5 c4 Nf6 g3 b6 Bg2 Bb7 O-O e6 Nc3 Be7
Nf3 c5 c4 Nf6 g3 d5 cxd5 Nxd5 Bg2 Nc6 d4 cxd4
Nf3 c5 c4 Nf6 g3 g6 b3 Bg7 Bb2 b6 Bg2 Bb7
Nf3 c5 c4 g6 d4 cxd4 Nxd4 Bg7 e4 Nc6 Be3 Nf6
Nf3 c5 c4 g6 d4 cxd4 Nxd4 Nc6 e4 Bg7 Be3 Nf6
Nf3 c5 e3 Nc6 d4 d5 c4 cxd4 exd4 Nf6 Nc3 g6
Nf3 c5 e4 Nc6 Bb5 g6 Bxc6 bxc6 O-O Bg7 Re1 Rb8
Nf3 c5 e4 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6
Nf3 c5 e4 d6 Bb5+ Nd7 O-O a6 Bd3 Ngf6 Re1 b5
Nf3 c5 e4 d6 Nc3 Nf6 d4 cxd4 Nxd4 a6 Be2 e5
Nf3 c5 e4 d6 d3 g6 g3 Bg7 Bg2 Nc6 O-O e5
Nf3 c5 e4 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e6
Nf3 c5 e4 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 Ng4
Nf3 c5 e4 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 g3 e5
Nf3 c5 e4 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 e5
Nf3 c5 e4 d6 d4 cxd4 Nxd4 Nf6 f3 Nc6 Nc3 e5
Nf3 c5 e4 e6 c3 Nf6 e5 Nd5 Bc4 d6 O-O Nc6
Nf3 c5 e4 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be2 Nf6
Nf3 c5 e4 e6 d4 cxd4 Nxd4 a6 Bd3 Bc5 Nb3 Ba7
Nf3 c5 e4 e6 d4 cxd4 Nxd4 a6 Bd3 Nf6 O-O e5
Nf3 c5 g3 Nc6 Bg2 Nf6 O-O g6 d3 Bg7 Nc3 d5
Nf3 c5 g3 Nc6 Bg2 g6 O-O Bg7 c4 e5 Nc3 Nge7
Nf3 c5 g3 Nc6 Bg2 g6 c4 Bg7 Nc3 d6 O-O e5
Nf3 c5 g3 Nc6 Bg2 g6 d4 cxd4 Nxd4 Bg7 Nb3 d6
Nf3 c5 g3 Nc6 c4 g6 Nc3 Bg7 Bg2 e5 d3 Nge7
Nf3 c5 g3 Nf6 Bg2 d5 O-O e6 d3 Be7 Nbd2 Nc6
Nf3 c5 g3 g6 Bg2 Bg7 O-O Nc6 c4 e6 Nc3 Nge7
Nf3 c5 g3 g6 c3 Bg7 d4 cxd4 cxd4 d5 Bg2 Nc6
Nf3 c5 g3 g6 c3 d5 Bg2 Nf6 d4 Nbd7 Ne5 Qb6
Nf3 c6 g3 d6 Bg2 Nf6 c4 e5 O-O Be7 Nc3 O-O
Nf3 c6 g3 d6 d4 Nd7 c4 e5 Nc3 Ngf6 Qc2 Be7
Nf3 d5 b3 Bf5 Bb2 e6 d3 h6 Nbd2 Nf6 c4 c6
Nf3 d5 b3 Bf5 Bb2 e6 g3 h6 d3 Nf6 Nbd2 Be7
Nf3 d5 b3 Bg4 Ne5 h5 Nxg4 hxg4 e3 Nf6 Bb2 Qd6
Nf3 d5 b3 Bg4 e3 e6 Bb2 Nf6 d3 a5 a3 Nbd7
Nf3 d5 b3 Nf6 Bb2 c5 e3 e6 c4 Nc6 cxd5 exd5
Nf3 d5 b3 Nf6 Bb2 e6 g3 Be7 Bg2 O-O c4 c5
Nf3 d5 b3 Nf6 Bb2 e6 g3 b6 Bg2 Bb7 O-O Nbd7
Nf3 d5 b3 c5 e3 Nc6 Bb2 Nf6 Bb5 e6 c4 Bd6
Nf3 d5 b3 c5 e3 g6 Bb2 Nf6 c4 dxc4 Bxc4 Bg7
Nf3 d5 b3 c6 Bb2 Nf6 d3 Bg4 Nbd2 Qa5 a3 Bxf3
Nf3 d5 c4 c6 d4 Nf6 Qc2 g6 Bf4 dxc4 Qxc4 Be6
Nf3 d5 c4 c6 d4 Nf6 e3 Bg4 Nc3 e6 h3 Bh5
Nf3 d5 c4 c6 e3 Nf6 Nc3 Nbd7 Qc2 e6 b3 Bd6
Nf3 d5 c4 c6 e3 Nf6 Nc3 a6 Qc2 g6 d4 Bg7
Nf3 d5 c4 c6 e3 Nf6 Nc3 e6 b3 Bd6 Bb2 Qe7
Nf3 d5 c4 c6 e3 Nf6 Nc3 e6 b3 Nbd7 Bb2 Bd6
Nf3 d5 c4 c6 e3 Nf6 Nc3 e6 b3 Nbd7 Qc2 b6
Nf3 d5 c4 c6 e3 Nf6 Nc3 e6 d4 Nbd7 Qc2 Bd6
Nf3 d5 c4 c6 e3 Nf6 Nc3 g6 d4 Bg7 Bd3 O-O
Nf3 d5 c4 c6 g3 Bg4 Qb3 Qb6 Ne5 Be6 d3 f6
Nf3 d5 c4 c6 g3 g6 Qa4 d4 e3 dxe3 dxe3 Na6
Nf3 d5 c4 d4 b4 Bg4 Ne5 Bf5 e3 Nf6 g4 Be4
Nf3 d5 c4 d4 b4 Bg4 Qb3 Nf6 g3 a5 b5 a4
Nf3 d5 c4 d4 b4 c5 bxc5 Nc6 Ba3 e5 d3 Nf6
Nf3 d5 c4 d4 b4 c5 g3 cxb4 a3 b3 d3 Nc6
Nf3 d5 c4 d4 b4 f6 Bb2 e5 a3 c5 bxc5 Nc6
Nf3 d5 c4 d4 b4 g5 Bb2 Bg7 g3 e5 d3 g4
Nf3 d5 c4 d4 g3 Nc6 Bg2 e5 O-O Nf6 d3 Nd7
Nf3 d5 c4 d4 g3 Nc6 Bg2 e5 d3 Bb4+ Bd2 a5
Nf3 d5 c4 d4 g3 c5 e3 Nc6 exd4 cxd4 Bg2 e5
Nf3 d5 c4 dxc4 Na3 a6 Nxc4 b5 Ne3 Bb7 g3 Nf6
Nf3 d5 c4 e6 b3 Nf6 Bb2 Be7 e3 O-O Nc3 dxc4
Nf3 d5 c4 e6 d4 Nf6 Nc3 Nbd7 Bg5 Bb4 cxd5 exd5
Nf3 d5 c4 e6 d4 Nf6 Nc3 dxc4 e4 Bb4 Bxc4 Nxe4
Nf3 d5 c4 e6 d4 Nf6 g3 Be7 Bg2 O-O O-O dxc4
Nf3 d5 c4 e6 g3 Nf6 Bg2 d4 e3 Nc6 O-O Bc5
Nf3 d5 c4 e6 g3 dxc4 Bg2 a6 Qc2 Bd6 Qxc4 Nf6
Nf3 d5 c4 e6 g3 dxc4 Qa4+ Nd7 Bg2 a6 Qxc4 b5
Nf3 d5 c4 e6 g3 dxc4 Qa4+ Nd7 Qxc4 a6 Bg2 b5
Nf3 d5 c4 e6 g3 dxc4 Qa4+ c6 Qxc4 b5 Qc2 Bb7
Nf3 d5 d4 Bf5 c4 e6 Nc3 Nc6 Bf4 Bd6 cxd5 exd5
Nf3 d5 d4 Bf5 c4 e6 Nc3 Nf6 Nh4 Bb4 cxd5 Qxd5
Nf3 d5 d4 Bf5 c4 e6 Nc3 Nf6 cxd5 exd5 Qb3 Nc6
Nf3 d5 d4 Bf5 c4 e6 Nc3 c6 Qb3 Qb6 c5 Qc7
Nf3 d5 d4 Nf6 Bf4 Bf5 e3 e6 c4 Bxb1 Qxb1 Bb4+
Nf3 d5 d4 Nf6 Bf4 Bf5 e3 e6 c4 Bxb1 Rxb1 Bb4+
Nf3 d5 d4 Nf6 Bf4 e6 e3 Bd6 Nbd2 Bxf4 exf4 O-O
Nf3 d5 d4 Nf6 c3 c5 e3 e6 Nbd2 Nbd7 Bd3 b6
Nf3 d5 d4 Nf6 c4 c6 Nbd2 Bf5 Nh4 Be4 Qb3 Qb6
Nf3 d5 d4 Nf6 c4 c6 Nc3 a6 a4 e6 Bf4 Be7
Nf3 d5 d4 Nf6 c4 c6 Nc3 a6 a4 e6 g3 a5
Nf3 d5 d4 Nf6 c4 c6 Nc3 a6 e3 b5 b3 Bg4
Nf3 d5 d4 Nf6 c4 c6 Nc3 a6 e3 e6 Bd3 dxc4
Nf3 d5 d4 Nf6 c4 c6 Nc3 a6 g3 dxc4 Ne5 Nbd7
Nf3 d5 d4 Nf6 c4 c6 Nc3 dxc4 a4 e6 e4 Bb4
Nf3 d5 d4 Nf6 c4 c6 Nc3 e6 Bg5 dxc4 e4 b5
Nf3 d5 d4 Nf6 c4 c6 Nc3 e6 Bg5 h6 Bxf6 Qxf6
Nf3 d5 d4 Nf6 c4 c6 Nc3 e6 e3 Nbd7 Bd3 dxc4
Nf3 d5 d4 Nf6 c4 c6 Nc3 e6 e3 Nbd7 Qc2 Bd6
Nf3 d5 d4 Nf6 c4 c6 Nc3 e6 e3 a6 b3 Bb4
Nf3 d5 d4 Nf6 c4 c6 Nc3 g6 cxd5 cxd5 Bf4 Bg7
Nf3 d5 d4 Nf6 c4 c6 Qb3 dxc4 Qxc4 Bg4 Nbd2 Nbd7
Nf3 d5 d4 Nf6 c4 c6 Qb3 dxc4 Qxc4 Bg4 Nc3 Nbd7
Nf3 d5 d4 Nf6 c4 c6 Qc2 dxc4 Qxc4 Bf5 g3 Nbd7
Nf3 d5 d4 Nf6 c4 c6 Qc2 dxc4 Qxc4 Bf5 g3 e6
Nf3 d5 d4 Nf6 c4 c6 cxd5 cxd5 Nc3 Nc6 Bf4 Bf5
Nf3 d5 d4 Nf6 c4 c6 e3 Bf5 Nc3 e6 Nh4 Bg4
Nf3 d5 d4 Nf6 c4 c6 e3 Bf5 Nc3 e6 Nh4 Bg6
Nf3 d5 d4 Nf6 c4 c6 e3 Bg4 h3 Bh5 Nc3 e6
Nf3 d5 d4 Nf6 c4 c6 e3 a6 Nc3 b5 c5 g6
Nf3 d5 d4 Nf6 c4 c6 e3 e6 Nc3 Nbd7 Qc2 Bd6
Nf3 d5 d4 Nf6 c4 c6 g3 Bf5 Nc3 e6 Nh4 dxc4
Nf3 d5 d4 Nf6 c4 dxc4 Nc3 a6 a4 Nc6 e3 Na5
Nf3 d5 d4 Nf6 c4 dxc4 Nc3 a6 e4 b5 e5 Nd5
Nf3 d5 d4 Nf6 c4 dxc4 e3 e6 Bxc4 c5 O-O a6
Nf3 d5 d4 Nf6 c4 e6 Bg5 Be7 e3 Nbd7 Nc3 c6
Nf3 d5 d4 Nf6 c4 e6 Bg5 c6 e3 Be7 Nc3 O-O
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 Bd2 dxc4 e3 c5
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 Bg5 dxc4 e4 c5
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 Bg5 h6 Bxf6 Qxf6
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 Qa4+ Nc6 Ne5 Bd7
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 Qa4+ Nc6 e3 O-O
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 Qb3 c5 cxd5 exd5
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 cxd5 exd5 Bg5 Nbd7
Nf3 d5 d4 Nf6 c4 e6 Nc3 Bb4 cxd5 exd5 Bg5 h6
Nf3 d5 d4 Nf6 c4 e6 Nc3 Be7 Bg5 h6 Bh4 O-O
Nf3 d5 d4 Nf6 c4 e6 Nc3 Be7 Bg5 h6 Bxf6 Bxf6
Nf3 d5 d4 Nf6 c4 e6 Nc3 Be7 cxd5 exd5 Bf4 c6
Nf3 d5 d4 Nf6 c4 e6 Nc3 Be7 g3 O-O Bg2 dxc4
Nf3 d5 d4 Nf6 c4 e6 Nc3 c5 Bg5 cxd4 Nxd4 Be7
Nf3 d5 d4 Nf6 c4 e6 Nc3 c5 cxd5 Nxd5 e4 Nxc3
Nf3 d5 d4 Nf6 c4 e6 Nc3 c5 cxd5 cxd4 Qxd4 exd5
Nf3 d5 d4 Nf6 c4 e6 Nc3 c6 Bg5 dxc4 a4 Bb4
Nf3 d5 d4 Nf6 c4 e6 Nc3 c6 Bg5 h6 Bxf6 Qxf6
Nf3 d5 d4 Nf6 c4 e6 Nc3 c6 cxd5 exd5 Bg5 Be7
Nf3 d5 d4 Nf6 c4 e6 Nc3 c6 e3 Nbd7 Be2 Bd6
Nf3 d5 d4 Nf6 c4 e6 Nc3 c6 e3 Nbd7 Qc2 Bd6
Nf3 d5 d4 Nf6 c4 e6 Nc3 dxc4 e3 a6 a4 b6
Nf3 d5 d4 Nf6 c4 e6 Nc3 dxc4 e4 Bb4 Bg5 b5
Nf3 d5 d4 Nf6 c4 e6 Nc3 dxc4 e4 Bb4 Bg5 c5
Nf3 d5 d4 Nf6 c4 e6 Nc3 dxc4 e4 Bb4 Bg5 h6
Nf3 d5 d4 Nf6 c4 e6 Nc3 dxc4 e4 b5 e5 Nd5
Nf3 d5 d4 Nf6 c4 e6 Nc3 dxc4 g3 a6 Bg2 Nbd7
Nf3 d5 d4 Nf6 c4 e6 g3 Bb4+ Bd2 Bd6 Bg5 Nbd7
Nf3 d5 d4 Nf6 c4 e6 g3 Bb4+ Bd2 Be7 Bg2 O-O
Nf3 d5 d4 Nf6 c4 e6 g3 Bb4+ Bd2 Be7 Bg2 c6
Nf3 d5 d4 Nf6 c4 e6 g3 Bb4+ Bd2 Bxd2+ Nbxd2 O-O
Nf3 d5 d4 Nf6 c4 e6 g3 Be7 Bg2 O-O O-O dxc4
Nf3 d5 d4 Nf6 c4 e6 g3 Be7 Bg2 O-O Qc2 dxc4
Nf3 d5 d4 Nf6 c4 e6 g3 dxc4 Bg2 Bb4+ Bd2 a5
Nf3 d5 d4 Nf6 c4 e6 g3 dxc4 Bg2 a6 O-O Nc6
Nf3 d5 d4 Nf6 c4 e6 g3 dxc4 Bg2 c5 O-O Nc6
Nf3 d5 d4 Nf6 e3 c5 dxc5 e6 b4 a5 c3 axb4
Nf3 d5 d4 Nf6 g3 e6 Bg2 Be7 O-O O-O c4 dxc4
Nf3 d5 d4 c5 c4 dxc4 e4 cxd4 Qxd4 Bd7 Bxc4 Nc6
Nf3 d5 d4 c6 c3 Bf5 Qb3 Qc8 Bf4 e6 e3 Nf6
Nf3 d5 d4 c6 c4 dxc4 e3 Be6 a4 Na6 Na3 Nb4
Nf3 d5 d4 c6 c4 e6 b3 Bd6 g3 f5 Bg2 Nf6
Nf3 d5 d4 c6 c4 e6 e3 f5 Bd3 Nf6 b3 Bd6
Nf3 d5 d4 c6 c4 e6 e3 f5 Be2 Nf6 O-O Bd6
Nf3 d5 d4 e6 c4 Nf6 Nc3 Be7 Bg5 h6 Bxf6 Bxf6
Nf3 d5 d4 e6 c4 a6 cxd5 exd5 Nc3 Nf6 Qb3 b5
Nf3 d5 d4 e6 c4 dxc4 e4 b5 a4 c6 axb5 cxb5
Nf3 d5 d4 e6 g3 b5 Bg2 Nf6 O-O Bb7 a4 b4
Nf3 d5 e3 Nf6 b3 e6 c4 Be7 Bb2 O-O Nc3 c5
Nf3 d5 e3 Nf6 c4 c6 b3 Bf5 Bb2 e6 Nc3 h6
Nf3 d5 e3 Nf6 c4 c6 d4 Bf5 Nc3 e6 Nh4 Be4
Nf3 d5 e3 Nf6 c4 dxc4 Bxc4 e6 Qe2 a6 d4 c5
Nf3 d5 e3 Nf6 c4 e6 Nc3 Be7 Qc2 O-O d4 c5
Nf3 d5 e3 Nf6 c4 e6 Nc3 Be7 b3 O-O Bb2 dxc4
Nf3 d5 e3 Nf6 c4 e6 Nc3 a6 b3 c5 Bb2 Nc6
Nf3 d5 e3 Nf6 c4 e6 Nc3 b6 b3 Bb7 Bb2 Nbd7
Nf3 d5 e3 Nf6 c4 e6 Nc3 b6 b4 Bb7 Rb1 Be7
Nf3 d5 e3 Nf6 c4 e6 Nc3 c5 cxd5 exd5 d4 Nc6
Nf3 d5 e3 Nf6 c4 e6 Nc3 dxc4 Bxc4 a6 O-O b5
Nf3 d5 e3 Nf6 c4 e6 Nc3 dxc4 Bxc4 a6 O-O c5
Nf3 d5 e3 Nf6 c4 e6 Nc3 dxc4 Bxc4 a6 b3 c5
Nf3 d5 e3 Nf6 c4 e6 b3 Bd6 Bb2 b6 Nc3 c6
Nf3 d5 e3 Nf6 c4 e6 b3 Be7 Bb2 dxc4 Bxc4 c5
Nf3 d5 e3 Nf6 c4 e6 b3 b6 Bb2 Bb7 Nc3 a6
Nf3 d5 e3 Nf6 c4 e6 b3 c5 Bb2 Nc6 cxd5 exd5
Nf3 d5 g3 Bg4 Bg2 Nd7 O-O e6 d3 Bd6 h3 Bh5
Nf3 d5 g3 Bg4 Bg2 Nd7 O-O e6 h3 Bh5 d4 Ngf6
Nf3 d5 g3 Bg4 Bg2 Nd7 c4 e6 cxd5 exd5 h3 Bxf3
Nf3 d5 g3 Bg4 Bg2 Nd7 d4 e6 O-O Ngf6 Nbd2 Be7
Nf3 d5 g3 Bg4 Bg2 c6 O-O Nd7 d3 Ngf6 Nbd2 e5
Nf3 d5 g3 Bg4 Bg2 c6 O-O Nd7 h3 Bh5 d4 e6
Nf3 d5 g3 Bg4 Bg2 c6 O-O Nd7 h3 Bxf3 Bxf3 Ngf6
Nf3 d5 g3 Bg4 Bg2 c6 O-O e6 d3 Bd6 c4 Ne7
Nf3 d5 g3 Bg4 Bg2 c6 O-O e6 h3 Bh5 d4 Nd7
Nf3 d5 g3 Bg4 Bg2 c6 c4 e6 O-O Nd7 cxd5 exd5
Nf3 d5 g3 Bg4 Bg2 c6 c4 e6 O-O Nf6 b3 Nbd7
Nf3 d5 g3 Bg4 Bg2 c6 c4 e6 O-O Nf6 d3 Bd6
Nf3 d5 g3 Bg4 Bg2 c6 c4 e6 O-O Nf6 d3 Be7
Nf3 d5 g3 Bg4 Bg2 c6 h3 Bh5 O-O e6 d3 Nd7
Nf3 d5 g3 Bg4 Bg2 e6 O-O Nd7 d4 c6 Nbd2 Ngf6
Nf3 d5 g3 Bg4 Bg2 e6 c4 c6 O-O Nd7 cxd5 cxd5
Nf3 d5 g3 Nc6 d4 Bg4 Bg2 e6 O-O Bd6 Re1 Nf6
Nf3 d5 g3 Nd7 c4 dxc4 Qa4 a6 Qxc4 b5 Qc2 Bb7
Nf3 d5 g3 Nd7 d4 b5 Bg2 Bb7 O-O e6 a4 b4
Nf3 d5 g3 Nf6 Bg2 Bg4 c4 c6 cxd5 Bxf3 Bxf3 cxd5
Nf3 d5 g3 Nf6 Bg2 c5 O-O Nc6 d3 e5 Qe1 Be7
Nf3 d5 g3 Nf6 Bg2 c5 O-O Nc6 d4 e6 c4 dxc4
Nf3 d5 g3 Nf6 Bg2 c5 d4 Nc6 O-O e6 c4 dxc4
Nf3 d5 g3 Nf6 Bg2 c6 O-O Bf5 d3 e6 Nfd2 h6
Nf3 d5 g3 Nf6 Bg2 c6 O-O Bf5 d3 h6 c4 e6
Nf3 d5 g3 Nf6 Bg2 c6 O-O g6 d3 Bg7 Nbd2 O-O
Nf3 d5 g3 Nf6 Bg2 c6 c4 dxc4 O-O Nbd7 Na3 Nb6
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 c4 O-O b3 b6
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 c4 O-O b3 c5
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 c4 O-O d4 dxc4
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d3 O-O Nbd2 Nc6
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d3 O-O Nbd2 a5
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d3 O-O Nbd2 c5
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d3 b6 e4 dxe4
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d3 c5 Nbd2 Nc6
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d4 O-O Nbd2 b6
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d4 O-O c4 dxc4
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d4 b5 Qd3 O-O
Nf3 d5 g3 Nf6 Bg2 e6 c4 Be7 d4 O-O O-O dxc4
Nf3 d5 g3 Nf6 Bg2 g6 O-O Bg7 d3 O-O Nc3 Nc6
Nf3 d5 g3 Nf6 Bg2 g6 O-O Bg7 d4 O-O c4 c6
Nf3 d5 g3 Nf6 Bg2 g6 b3 Bg7 Bb2 O-O O-O c5
Nf3 d5 g3 Nf6 Bg2 g6 b3 Bg7 Bb2 c5 c4 d4
Nf3 d5 g3 c5 Bg2 Nc6 d4 Nf6 O-O e6 c4 dxc4
Nf3 d5 g3 c5 Bg2 Nc6 d4 e6 O-O Nf6 c4 dxc4
Nf3 d5 g3 c5 Bg2 Nf6 O-O g6 d4 cxd4 Nxd4 Bg7
Nf3 d5 g3 c5 c4 d4 e3 Nc6 exd4 cxd4 Bg2 e5
Nf3 d5 g3 c6 Bg2 Bg4 c4 Bxf3 Bxf3 e6 Qc2 Nf6
Nf3 d5 g3 c6 Bg2 Bg4 d3 Nd7 Nbd2 e6 h3 Bh5
Nf3 d5 g3 c6 Bg2 Bg4 d3 Nd7 h3 Bxf3 Bxf3 e5
Nf3 d5 g3 c6 Bg2 Bg4 d4 Nd7 c4 e6 Qb3 Qb6
Nf3 d5 g3 c6 Bg2 Bg4 h3 Bh5 O-O Nd7 d4 e6
Nf3 d5 g3 c6 Bg2 Nf6 O-O Bf5 c4 e6 cxd5 exd5
Nf3 d5 g3 c6 Bg2 Nf6 O-O Bf5 d3 e6 Qe1 h6
Nf3 d5 g3 c6 Bg2 Nf6 O-O Bg4 d3 Nbd7 c4 dxc4
Nf3 d5 g3 c6 Bg2 Nf6 O-O Bg4 h3 Bh5 d4 e6
Nf3 d5 g3 c6 Bg2 Nf6 c4 dxc4 O-O Nbd7 Qc2 Nb6
Nf3 d5 g3 c6 c4 Bg4 Ne5 Be6 Bg2 dxc4 Na3 g6
Nf3 d5 g3 c6 c4 Bg4 Qb3 Qc7 Bg2 e6 O-O Nf6
Nf3 d5 g3 g6 Bg2 Bg7 O-O Nf6 c4 O-O cxd5 Nxd5
Nf3 d5 g3 g6 Bg2 Bg7 O-O e5 d3 Nc6 e4 dxe4
Nf3 d5 g3 g6 Bg2 Bg7 O-O e5 d3 Ne7 e4 O-O
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nf6 O-O O-O Nbd2 Ne4
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nf6 O-O O-O c4 c5
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nf6 O-O O-O c4 c6
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nf6 O-O O-O c4 dxc4
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nf6 c4 c6 Qb3 O-O
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nf6 c4 c6 cxd5 cxd5
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nf6 c4 dxc4 Na3 c3
Nf3 d5 g3 g6 Bg2 Bg7 d4 Nh6 c4 c6 cxd5 cxd5
Nf3 d5 g3 g6 Bg2 Bg7 d4 c6 O-O Nf6 Nbd2 O-O
Nf3 d5 g3 g6 Bg2 Bg7 d4 c6 O-O Nf6 b3 O-O
Nf3 d5 g3 g6 Bg2 Bg7 d4 c6 c4 dxc4 Na3 b5
Nf3 d5 g3 g6 c4 dxc4 Na3 Bg7 Nxc4 Nc6 Bg2 e5
Nf3 d5 g3 g6 c4 dxc4 Na3 Bg7 Nxc4 Nc6 d3 e5
Nf3 d5 g3 g6 c4 dxc4 Qa4+ Nc6 Bg2 Bg7 Qxc4 Nh6
Nf3 d6 b4 e5 Bb2 f5 c4 Nf6 e3 Be7 Qb3 Be6
Nf3 d6 d4 Nf6 Nc3 Nbd7 e4 e5 Bc4 Be7 O-O O-O
Nf3 d6 d4 Nf6 Nc3 Nbd7 e4 e5 g4 g6 g5 Nh5
Nf3 d6 d4 Nf6 c4 g6 Nc3 Bf5 Bg5 Bg7 e3 h6
Nf3 d6 d4 Nf6 c4 g6 Nc3 Bf5 e3 Bg7 Be2 O-O
Nf3 d6 d4 Nf6 c4 g6 Nc3 Bg7 e4 O-O Be2 e5
Nf3 d6 d4 Nf6 g3 g6 Bg2 Bg7 O-O O-O a4 a5
Nf3 d6 d4 g6 e4 Bg7 Be2 Nd7 c4 e5 Nc3 Ne7
Nf3 e6 b3 Nf6 Bb2 d5 e3 Be7 Bd3 O-O O-O c5
Nf3 e6 c4 Nf6 g3 d5 Bg2 dxc4 Qa4+ Nbd7 Qxc4 c5
Nf3 e6 c4 c5 g3 b6 Bg2 Bb7 Nc3 Nf6 O-O a6
Nf3 e6 c4 d5 g3 Nf6 Bg2 Be7 O-O O-O d4 Nc6
Nf3 e6 g3 b5 e3 a6 Bg2 Bb7 O-O Nf6 b3 c5
Nf3 e6 g3 c5 Bg2 Nc6 c4 g5 d3 h6 Nc3 Bg7
Nf3 e6 g3 f5 Bg2 Nf6 O-O Be7 d3 O-O Nc3 d6
Nf3 f5 d3 d6 e4 e5 Nc3 Nf6 exf5 Bxf5 d4 e4
Nf3 f5 d4 Nf6 Bf4 e6 e3 Be7 h3 d6 c4 b6
Nf3 f5 d4 Nf6 Bf4 e6 h3 Be7 e3 b6 Nbd2 Bb7
Nf3 f5 d4 Nf6 c4 g6 g3 d6 Bg2 Bg7 O-O O-O
Nf3 g6 c4 Bg7 Nc3 c5 g3 Nc6 Bg2 d6 a3 e6
Nf3 g6 c4 Bg7 d4 Nf6 Nc3 d5 Bg5 Ne4 Bf4 Nxc3
Nf3 g6 c4 Bg7 d4 f5 Nc3 Nf6 g3 O-O Bg2 d6
Nf3 g6 c4 Bg7 e4 e5 d4 exd4 Nxd4 Nc6 Be3 Qf6
Nf3 g6 d4 Bg7 g3 Nf6 Bg2 O-O O-O d6 b3 Nbd7
Nf3 g6 e4 Bg7 d4 d6 Bc4 Nf6 Qe2 O-O O-O Bg4
Nf3 g6 e4 Bg7 d4 d6 Bc4 e6 O-O Ne7 Re1 b6
Nf3 g6 e4 d6 c4 Bg4 d4 Bxf3 Qxf3 Bg7 Qd1 c6
Nf3 g6 e4 d6 c4 Bg7 d4 Bg4 Be2 Nc6 Be3 e5
Nf3 g6 e4 d6 d4 Bg7 Nc3 Nf6 Be3 a6 Qd2 b5
Nf3 g6 e4 d6 d4 Nf6 Nc3 Bg7 Be2 O-O O-O a6
Nf3 g6 e4 d6 d4 Nf6 Nc3 Bg7 Be2 O-O O-O c6
Nf3 g6 e4 d6 d4 Nf6 Nc3 Bg7 Bf4 c6 Qd2 Qa5
Nf3 g6 g3 Bg7 Bg2 c5 O-O Nc6 c4 e5 Nc3 Nge7
Nf3 g6 g3 Bg7 Bg2 f5 d4 Nf6 O-O O-O c4 d6
Nf3 g6 g3 Bg7 d4 d6 Bg2 c5 O-O Nc6 c3 Bd7
b3 Nf6 Bb2 d5 Nf3 e6 e3 c5 d4 Nc6 Nbd2 Be7
b3 Nf6 Bb2 g6 Nc3 Bg7 d4 c5 e3 cxd4 exd4 d5
b3 Nf6 Bb2 g6 Nf3 Bg7 e3 O-O Be2 c5 c4 b6
b3 Nf6 Bb2 g6 e4 d6 Qe2 Bg7 d4 O-O Nf3 e5
